1838	6199
827	1622
4575	5624
4565	1444
3898	6192
5184	647
221	1362
5387	6145
3560	1058
5750	2835
1873	2883
726	101
5845	200
2527	4096
2107	3559
2040	3193
4988	2294
4630	2924
5346	4805
4541	4924
3344	3217
2620	3521
951	3159
2979	2928
3500	3125
1045	5981
5911	1664
3978	247
3429	2318
1887	4072
2164	382
3306	2324
4398	4963
227	6152
3855	2726
5391	2118
4370	488
5024	1776
259	4211
4540	2408
2696	2905
493	2078
2381	2102
2716	575
5756	1987
4743	1611
3310	341
3805	969
1392	1982
5648	1277
1264	2527
5592	3268
5640	4663
2200	4119
3568	3958
3898	5719
942	2205
195	3772
1681	4707
4442	5834
2605	4410
5819	935
3543	5606
1714	3332
5215	3729
5568	5393
3101	286
1104	4546
3651	1094
2801	3158
5622	2906
5408	1938
4384	2163
6131	2567
1603	2086
1119	6224
935	1415
1794	2461
5442	821
1061	4891
4948	5035
4562	3198
4212	134
1993	6079
2905	4289
2390	860
3394	2657
4782	4190
4082	4355
5271	3365
6096	2583
3341	2039
1120	699
510	5397
2415	901
2069	2724
1885	4579
2033	3104
4269	5815
3991	3342
3676	2579
653	941
642	3269
491	3345
3784	1002
2557	4832
2134	4575
5641	337
4877	2408
410	2463
3871	793
1387	332
431	1098
3492	5086
5688	5610
3758	3747
4071	5463
1159	5304
373	2012
3477	3474
4750	1733
2775	4270
4250	33
3547	3995
3224	4460
2542	2896
168	1414
287	3446
4461	5400
5823	2785
5668	5831
5307	1550
1639	2824
4248	789
2393	5884
5846	1780
5017	4608
4278	1653
5284	5315
5971	2535
581	760
5224	5229
5429	5711
3898	4730
4124	1327
1064	4901
528	227
2889	5866
328	477
4475	4765
130	777
1553	4292
896	868
3332	5359
268	2244
5310	1911
1155	2740
226	1851
5339	940
2619	1878
3242	2376
2348	272
1850	3043
1469	661
6059	5627
1583	4776
5636	611
1426	1539
1451	3967
3789	4043
1950	5205
4442	5263
1166	912
249	5186
951	5027
1007	1216
3802	5284
3636	3263
5277	499
3107	5229
940	4556
5987	1748
1802	404
3410	4900
842	1070
5528	2197
5202	1327
1917	4549
2299	2036
3458	779
2555	2143
1539	2206
4392	4221
231	1273
689	5427
4951	4202
4893	2499
5314	2164
4677	2706
5590	4508
3442	2612
4199	1193
2606	3755
2240	2186
4667	1255
328	6136
5994	4678
783	2359
6199	3815
103	2770
4472	522
72	3276
4069	4283
3184	257
6110	4335
3460	4941
1165	5694
2650	2440
2750	4373
1306	5841
5988	794
5648	2457
4543	4439
831	5619
1505	1189
2117	6213
3674	3910
5377	3700
128	4260
1525	3965
1333	607
2467	5457
4118	1255
903	4409
1846	735
5324	4980
3237	2484
2208	5747
5963	6205
2831	5185
2875	2623
1980	5838
5488	283
1731	616
4193	2099
5538	423
5091	4603
4909	1529
1831	5022
511	3127
394	1550
4157	3254
2512	4635
699	1548
983	2619
2685	2542
4058	3331
2416	5523
3915	577
5791	2087
2085	1234
5980	5138
5546	1277
2100	2388
2958	2737
4625	3611
3496	3694
5246	115
3993	46
3505	2519
3366	3988
853	2024
1501	2804
2569	6115
2280	5032
6178	2872
820	938
2570	1615
5414	5993
5451	5742
688	2139
2804	4433
4938	1744
2574	4166
2697	4320
2839	2185
1597	3314
4006	2838
159	5797
91	1609
6001	5101
459	6181
3602	2668
4423	782
3064	5093
2871	5763
5697	1488
2937	326
5272	2175
2792	1898
4621	2283
1938	808
4324	3856
4153	4526
2119	203
5165	3156
4664	5172
3720	2803
4402	4205
278	4246
3007	356
5261	3630
1028	4786
4437	5245
6124	5496
3325	4019
2435	3146
3117	212
1094	3391
3782	5040
3065	1023
1590	5892
5845	4334
663	3123
3598	2984
3914	1317
3375	5574
5411	1539
3822	3834
3990	1779
1606	5952
1420	483
4980	5769
5826	5087
2372	1526
636	3589
5265	2512
1927	4941
4457	5467
1916	1383
4373	5009
1469	1886
1068	2033
5607	4537
1099	5041
4353	1234
6151	659
286	5177
5191	6043
2348	17
2254	2454
2084	4681
3720	5454
1269	1143
5133	485
3296	606
1425	86
208	1280
1753	4539
2299	2313
4249	5206
3061	3600
4425	30
2004	494
4032	4447
3440	696
4029	91
1263	5718
4955	5119
5973	4511
389	876
565	2868
534	1170
577	1528
3750	3439
3914	3252
4372	5107
4965	4132
5151	3117
3794	5598
4424	485
522	2474
3488	254
4439	5383
3175	4288
1617	4915
4098	3564
844	3253
3913	5211
2603	1105
3322	1090
4437	4967
3665	4314
6023	5188
1938	4886
2979	5537
1254	2987
4937	1641
4486	3190
1198	6140
4572	6016
1303	556
2897	1913
129	2025
1867	6056
2699	4543
3359	5875
5265	5460
4160	4613
3000	873
3832	391
4956	3594
143	2742
2126	6076
2852	4339
2619	5362
93	2668
4510	2885
703	3227
4730	1378
1729	2976
1461	1853
452	4710
4993	433
2994	5303
3810	3288
4268	5872
2448	2617
2312	279
6159	2400
3339	2678
5345	1442
3010	3908
5657	3660
4160	1603
2059	211
5647	490
4818	5696
2417	2816
5534	5344
1453	3882
4234	5657
5153	3147
3299	2963
4956	1476
1296	5025
5228	1222
1304	3595
128	4705
